wallet_address,Proposal voter,Proposal votes,Direct votes,Delegated votes,p1,p2,p3,p4,p5,p6,p7
0xcd89d190353b1d0d4c103102c38b76f7696d511d,1,1,1,0,1,0,0,0,0,0,0
0xcddc548653b1d2ac4988f4028f79a1c4bb8d2025,1,1,1,0,0,0,0,0,0,1,0
0xce719191f22db9498250f37672bf3f421bd42c41,1,1,1,0,1,0,0,0,0,0,0
0xcec4c853cad177a93602408ac8f78f45fcf4caff,1,1,1,0,0,0,0,0,0,0,1
0xcf517d7d6b24a761e25717b204d65510c88d37e3,1,1,1,0,0,0,0,1,0,0,0
0xcf7eb95554cfcb6bed021cdff3e6f3955a5dfa48,1,1,1,0,0,0,0,0,0,0,1
0xd0a5793620046f4f54a6018bea4f76a8970e70c5,1,1,1,0,0,0,0,0,0,1,0
0xd0dc07b98769f23a7bdbef15a35faa256cb65dcf,1,1,1,0,0,0,0,1,0,0,0
0xd155d472fce46fd506be8e844a03b761565e242b,1,1,1,0,0,0,0,0,0,1,0
0xd22886236f453e9407f54cc2706b2e9c87789702,1,1,1,0,1,0,0,0,0,0,0
0xd56c4b4f242c36b3bb88e4589294625058f38df3,1,1,1,0,0,0,0,0,1,0,0
0xd5f44a29b834e6e4346423a9e82faf837da8a16c,1,1,0,1,0,0,0,0,1,0,0
0xd5fbd35dd16c3244eadd8a46355c4a55c79ca364,1,1,1,0,0,0,0,0,0,0,1
0xd75cb90bf8aa8b4c1bc0dc90080898ac25ba206f,1,1,1,0,0,0,0,0,0,1,0
0xd8575c317396dadefd83d83e4f0144f0aee7934d,1,1,1,0,0,0,0,1,0,0,0
0xdb9918673d782a8116f583937f2f4a32352f11a2,1,1,1,0,0,0,0,0,0,0,1
0xdda42f12b8b2ccc6717c053a2b772bad24b08cbd,1,1,1,0,0,0,0,0,0,0,1
0xde054f5b456de4e1c7795d58bc7d4e069052f9fa,1,1,1,0,0,0,0,1,0,0,0
0xdf5ce70cfe1addbc9fb26b5952d9d600dfe3f628,1,1,1,0,0,0,0,0,1,0,0
0xe00954673ea4d16dcfb58b965b76023e338fe652,1,1,1,0,0,0,0,0,0,0,1
0xe068d7105ce4de28b075cd039f76ad5df4cc42cd,1,1,1,0,0,0,0,0,0,1,0
0xe11b0f5e90c23e46bd96523df1e0ac8f63613744,1,1,1,0,0,0,0,0,0,1,0
0xe1375d2a94a2c360e3493fc025e6d9c156b1805c,1,1,1,0,0,0,0,0,0,0,1
0xe175a11f7af6ced6930d74244cfd4cf7b443a855,1,1,1,0,0,1,0,0,0,0,0
0xe1a59cdd826c4460a30a77cc0526cd19351f670b,1,1,1,0,0,0,0,0,0,1,0
0xe1ab77fa0c089dd578fa1e542e50d655a37c3b05,1,1,1,0,0,0,0,0,0,0,1
0xe24f5bb260ec92deed0544a96b234c24dbd7b4d6,1,1,1,0,0,0,0,0,0,0,1
0xe269f15f201cafb61769b944c566bb6c70597050,1,1,1,0,0,0,0,0,0,1,0
0xe35987c2fbdd0a1246fa990e75ebb6d8a2d74903,1,1,1,0,0,0,0,0,0,0,1
0xe3f0254b09aec48ffa46f9eee5a3bc7a8e510e6d,1,1,1,0,0,0,0,0,0,0,1
0xe4e4aab9272a157a19e3dc03fd3ba9c5c5664bb5,1,1,1,0,0,0,0,0,0,0,1
0xe5199e3762dd37bbf459bdbf753349287dffd678,1,1,1,0,0,0,0,0,0,0,1
0xe7bd513b6e4fc2483137fb1a0e7ed946fd3357e9,1,1,1,0,0,0,0,0,0,0,1
0xe7c724f87ecff8e2f563962f96b6c291cbd729cf,1,1,1,0,1,0,0,0,0,0,0
0xe8b6e255be047b6958b27c7ed7ff4174337f3fcc,1,1,1,0,0,0,0,0,0,0,1
0xed2256acb6f78e201dcd316540217d375d90a2ce,1,1,0,1,0,0,0,0,1,0,0
0xed2ee0a646b7fd9cd5795ca09ac5a6ffc1761a90,1,1,1,0,1,0,0,0,0,0,0
0xeecbf57a0d9bf2a7e7dcca97ae3254b3a1268775,1,1,1,0,0,0,0,0,0,1,0
0xefebf3c522b582ed4a5f20a588d4a8aa14416624,1,1,1,0,0,0,0,0,0,1,0
0xf0208e93d6481ba343bc22199fa35ca91b6dbc0a,1,1,1,0,0,0,0,0,0,0,1
0xf02e6946d86fd306ee1cfabceda831ee0f6ae487,1,1,1,0,0,0,0,0,0,0,1
0xf045cfd6e4c35c1ce4cca565c206d6eb605f69f4,1,1,1,0,0,0,0,1,0,0,0
0xf44b52c11b1c800722e8fdf4aa7f3076339e73c4,1,1,1,0,0,0,0,1,0,0,0
0xf4dcf5a885076ce2dde3abcf52becf48a9a964a9,1,1,1,0,0,0,0,0,0,1,0
0xf54a03cab6d7d4579387290157a0c0006536022e,1,1,1,0,0,0,0,0,1,0,0
0xf5d80973cb36299c798ec696ce9d6811592889f3,1,1,1,0,0,0,0,0,0,0,1
0xf5fb27b912d987b5b6e02a1b1be0c1f0740e2c6f,1,1,1,0,0,0,0,0,0,0,1
0xf68a4ce1d19cdad2467139e2b08d38d36adfa777,1,1,1,0,0,0,0,0,0,0,1
0xf8b30bae47824dc3ab587aa2e7113160c96a8d76,1,1,1,0,0,0,0,1,0,0,0
0xf9d89dc506c55738379c44dc27205fd6f68e1974,1,1,1,0,1,0,0,0,0,0,0
0xfacb4257f7067423111269da5f5108f9196ff9a8,1,1,1,0,0,0,0,0,0,0,1
0xfc9e54a6905d10c89b31a402dd11c516b81514c4,1,1,1,0,1,0,0,0,0,0,0
0xfcc38003ddef384ee574f81e5de4dc5a9edc59c6,1,1,1,0,0,0,0,0,0,0,1
0xfdc45e8a348afbf8f59d9611bf6cc634b99e2ae4,1,1,1,0,1,0,0,0,0,0,0
0xfe4c4a27bed5e9113480c84a177068f7421a1eb7,1,1,1,0,0,0,0,0,0,0,1
0xfeafa6af75e7adbf7f0b3f6f318a143cc2b1aaff,1,1,1,0,1,0,0,0,0,0,0
0xfee6f592e7da9b955f244404c5d0d1dbe5dc7bcb,1,1,1,0,0,0,0,0,0,0,1
0xff16d64179a02d6a56a1183a28f1d6293646e2dd,1,1,1,0,0,0,0,1,0,0,0
0xff77c5277c1ae715745d5a3f401dc848cdc89b86,1,1,1,0,0,0,0,1,0,0,0
0x01a719a37c75f63968c0e597318914fb3210608f,1,1,1,0,0,0,0,0,0,1,0
0x023011820b7ff68899907bb266567c04930cd4da,1,1,1,0,1,0,0,0,0,0,0
0x0367b0426ae8ea2bbeb3c69f56628a8d2d3c939b,1,1,1,0,1,0,0,0,0,0,0
0x0437534d82091bdfbc6fcc3ef377dc3c3ee8fd9a,1,1,1,0,0,0,0,0,0,1,0
0x05ce383384350e0ddea632c0b0716ebc9e4a97dd,1,1,1,0,0,0,0,0,0,0,1
0x073e3ba7bf6b26c08772971e5a4c8e6925e537eb,1,1,1,0,0,0,0,1,0,0,0
0x08657e338888424994b753cd75157eda48cde924,1,1,1,0,0,0,0,0,0,1,0
0x0be1fea31f96f8dbb2731256e8c74332f83db4ae,1,1,1,0,0,0,0,1,0,0,0
0x0c82419a8a72992ceb35dde9f0f667571ab8a201,1,1,1,0,0,0,0,1,0,0,0
0x0e9db756997cdf30c07a622140734922db60ebc2,1,1,1,0,1,0,0,0,0,0,0
0x101f4c1944e1f15d3dec809cec589921ed56d006,1,1,1,0,0,0,0,1,0,0,0
0x1060bcc065b47556cb6ed937d0d799091a4d8387,1,1,1,0,0,0,0,1,0,0,0
0x106b860efa2f53ccc342492bbdaae1e652151a87,1,1,1,0,1,0,0,0,0,0,0
0x115d0d8822efc9607c52b04628098b48970b993b,1,1,1,0,0,0,0,0,0,1,0
0x119b49a1c266c67656d098c320b697cc5ce94c43,1,1,1,0,0,0,0,0,0,1,0
0x128e5625e15fdba91d6ccb1abdfdc62b5d152b4f,1,1,1,0,0,0,0,1,0,0,0
0x12a584e119059c60e413c8c627745fb2eec51f27,1,1,1,0,0,0,0,0,0,1,0
0x133d93566f9699b3af46fe150daa8a67a9563ed6,1,1,1,0,0,0,0,1,0,0,0
0x137299b74920ba61be36e131aeaa88d1a43e4ff8,1,1,1,0,0,0,1,0,0,0,0
0x145dd77c0eb627b7b93ceabecad82472e424b0f5,1,1,1,0,0,0,0,1,0,0,0
0x16fdf060032958b23d8a8e7f82c68f85d9db8a04,1,1,1,0,0,0,0,0,0,0,1
0x16ff03ef98ef3884c0fa0f296e98f481a33058d5,1,1,1,0,1,0,0,0,0,0,0
0x18423f8de4d52c859aa257219fe0f9bc75496b36,1,1,0,1,0,0,0,0,1,0,0
0x188b4e64d3780e1dfa1376541bd3843bf040cd8a,1,1,1,0,0,0,0,0,0,0,1
0x191ba973f7130752271fad9a9d3dd787117c7d0e,1,1,1,0,0,0,0,0,0,0,1
0x1922101a6288f2414a61eb561504434355ff2d28,1,1,1,0,0,0,0,0,0,0,1
0x19374aab79e36a1e0f16621e3ef1d41177940b97,1,1,1,0,1,0,0,0,0,0,0
0x1b5c89ca5880cba9ba81f856d7bdb24a4fab1129,1,1,1,0,0,1,0,0,0,0,0
0x1b7ea7d42c476a1e2808f23e18d850c5a4692df7,1,1,1,0,0,0,0,1,0,0,0
0x1bf76fb6fe26770df24e92f3affcc487a3010319,1,1,1,0,0,0,0,0,0,1,0
0x1d2c4cd9bee9dfe088430b95d274e765151c32db,1,1,1,0,1,0,0,0,0,0,0
0x1d7f4ba2997d644d21195aada3f2f85f24330e6d,1,1,1,0,0,0,0,0,0,0,1
0x1ded82e6b6bd7fde8ae31fc73f1ee6c267af19cc,1,1,1,0,0,1,0,0,0,0,0
0x1e39cc29009ed4760c186d8771295c1e224882d4,1,1,1,0,1,0,0,0,0,0,0
0x1f648ea5ee987e7888d3d37d9e2b29be0046c055,1,1,1,0,0,0,0,1,0,0,0
0x1f8dec5061b0d9bf17e5828f249142b39dab84b4,1,1,1,0,1,0,0,0,0,0,0
0x238f24101876377e9178d125d0747de7fad9c3b2,1,1,1,0,1,0,0,0,0,0,0
0x24055d456255f02e5b6287efe2d4111900e69d39,1,1,1,0,0,0,0,0,0,0,1
0x243706e13823949dca2283ce5607f618d9d17c31,1,1,1,0,0,0,0,1,0,0,0
0x243789dfdfaf7d225f850e1721857fd408bcb807,1,1,1,0,0,0,0,0,0,0,1
0x2465575221c4e32ba94533ea3ee317ec497d15b7,1,1,1,0,0,0,0,0,0,1,0
0x24c9ab9b252ce49a67d271438bef88dbd69377dd,1,1,1,0,0,0,0,0,0,1,0
0x25a017c395e025e718b32b25f5c5c1224784bcdf,1,1,1,0,0,0,0,0,0,1,0
0x25c54bc2fa1e05e20ad8b720a2488eee91fafa5f,1,1,1,0,0,0,0,0,0,0,1
0x25c735532746a2aef03cdeb25ca8fb5f4e175481,1,1,1,0,0,0,0,0,0,1,0
0x26b0562540f99558fea33ebd2a78f87f7348b137,1,1,1,0,0,0,0,0,1,0,0
0x28ce65f450f45db3729887976db923e31588ddf1,1,1,1,0,0,0,0,1,0,0,0
0x2b68309207e40fdcd2fa0c04ea282d2480965280,1,1,1,0,0,0,0,0,0,0,1
0x2c43e95fd7864047240f35c39826a3b27ec4fe2f,1,1,1,0,0,0,0,0,0,1,0
0x2df5d97fab7d1224b002462736286f32cfaa8633,1,1,1,0,0,0,0,0,0,1,0
0x2e9e63c7cdd78be730784c535e61544cee500453,1,1,1,0,0,0,0,0,0,0,1
0x2f9023ec0a9ac2fd829a74e546ca476c6544e4c2,1,1,1,0,0,0,0,1,0,0,0
0x30cf8aa72c4e69e35e0e48e785176704d6d70c7d,1,1,1,0,0,0,0,0,0,0,1
0x30eb4c1a534351662c1ae273b8986862b60fa079,1,1,1,0,0,0,0,1,0,0,0
0x3257453dd38b6103b7574f6e53f8e0196f453879,1,1,1,0,0,0,0,0,1,0,0
0x32cbd4cb8147ae61401626caebcf193166ca057f,1,1,1,0,0,0,0,1,0,0,0
0x332a80e37406217036f104a5deb18f72efdd6526,1,1,1,0,0,0,0,0,0,0,1
0x34bf2e2339e0cdf3954820177125b1e60a79e36b,1,1,1,0,0,0,0,0,1,0,0
0x34ed1e7ac20f665121c7d12f158c696e9fa41f62,1,1,1,0,0,0,1,0,0,0,0
0x3516383badab4ad2bc351875390c62bd976b9794,1,1,1,0,0,0,0,0,0,0,1
0x36091073086495792e0ab3b94d230c2202243bac,1,1,1,0,0,0,0,1,0,0,0
0x38821bcd0b2dbbf818a68035037b2cf8cb8a0c26,1,1,1,0,1,0,0,0,0,0,0
0x38de77f995842fcdd2e217cfa21e351c0ac9ceb9,1,1,1,0,0,0,0,0,1,0,0
0x3be2e55cefa413aff52adc2e94892fd1478d41bb,1,1,1,0,0,0,0,1,0,0,0
0x3ca31c9cfef27fd3d5ae59caadcc33b9aaf09c22,1,1,1,0,1,0,0,0,0,0,0
0x42b9e5a8355f948595275919efd80423a3e51803,1,1,1,0,0,0,0,1,0,0,0
0x4497b374b5536e3a93276185af5e7becdf9ef86f,1,1,1,0,0,0,0,0,0,0,1
0x454ee4cc36612ffdc54d52d1b181ea73281c45d2,1,1,1,0,0,0,0,0,0,1,0
0x45c3309944b71f7573070b8d1c1c4dec38fc57c9,1,1,1,0,0,0,0,0,0,0,1
0x45ebc736090424b36106c4a29714b10bb19a5c72,1,1,1,0,0,0,0,1,0,0,0
0x46513aef46d51ee28a511d97d391ee5d9050f9d7,1,1,1,0,0,0,0,0,0,0,1
0x466a96abbba294a6489ce46271c506ebd0b56365,1,1,1,0,0,0,1,0,0,0,0
0x485053c8c278791ad8eaaa8ed3cc28e819b8649f,1,1,1,0,0,0,0,1,0,0,0
0x4926a3d7603e65e5ec32a1dd77cdcfc639e6b0f8,1,1,1,0,0,0,0,0,0,1,0
0x49e6e68d9118c69bb36d9bac12b6022c729cafa6,1,1,1,0,0,0,0,0,1,0,0
0x49ee308e8bc244b76d8bb0a8dc677e51beac1a19,1,1,1,0,0,0,0,0,0,0,1
0x49f3185214beba0f293d729eff473fe00e29dc4d,1,1,1,0,0,0,0,0,0,1,0
0x49fbd0d4c85ac1856b94194a76d35b98d99ea432,1,1,0,1,0,0,0,0,1,0,0
0x4a919786ebc581efcf96363d5e718774c4bf886f,1,1,1,0,0,0,0,1,0,0,0
0x4ad277ce77ee98493def2aabcb66dbc79be93fab,1,1,1,0,0,1,0,0,0,0,0
0x4af1ec6fea6def959f326eff577f8da808526a35,1,1,1,0,0,0,0,0,0,1,0
0x5028d77b91a3754fb38b2fbb726af02d1fe44db6,1,1,1,0,1,0,0,0,0,0,0
0x50bee473454e1bdd289f6af0296f6bdacbf3bb06,1,1,1,0,0,0,0,0,0,1,0
0x53a0f5ecd600282eafb2cfec05398af7aee5d4a2,1,1,1,0,0,0,0,0,0,0,1
0x53cb23b054d0380fc7694cb8fa7d00ba6e3bf5fb,1,1,1,0,0,0,0,0,0,1,0
0x543298794e7e195c8628f65d16fb7fcf7d096cb0,1,1,1,0,0,0,0,0,0,0,1
0x547095c651c3aedc957af7441ca12486900d98cf,1,1,1,0,0,0,0,1,0,0,0
0x5473580406d12e1cbd4c00b77e158fff0ce9424e,1,1,1,0,0,0,0,0,0,0,1
0x54cb1c14bb176f4008cc87feb2107a800f1fc743,1,1,1,0,0,0,0,0,0,1,0
0x55119a68d5e8a28a345475b2f33d4c92a619e60d,1,1,1,0,0,0,1,0,0,0,0
0x551e23fb065451eccec7b6fc6617e6345d967236,1,1,1,0,1,0,0,0,0,0,0
0x560b7f2bc27a376dfb24f123ca002be5cedd5e45,1,1,1,0,0,0,0,1,0,0,0
0x56ca0b9cfc2e88b5fadf1b37c77908265148ef2b,1,1,1,0,0,0,0,1,0,0,0
0x578768d2c7c5beb60cccfc148a563c8378e281ec,1,1,1,0,0,0,0,0,0,0,1
0x58edbe356d7883b1e1bfde22dcfda6c0c1b5eede,1,1,1,0,0,0,0,0,0,1,0
0x5aeedbc6b655c13950f32e5e8a0760d15bbe0afb,1,1,1,0,0,0,0,1,0,0,0
0x5c594777fbcff016db9cec54c81d10ad399f1a87,1,1,1,0,0,0,0,1,0,0,0
0x5c6ec56843182fe04271715c6be04bbc7edf0f84,1,1,1,0,1,0,0,0,0,0,0
0x5da96068e69951e54b4dbec3ec74523c9a59166f,1,1,1,0,0,0,0,1,0,0,0
0x5eeffbad4b81157da5f1664bd058a5b4de41195d,1,1,1,0,0,0,0,1,0,0,0
0x6167d65fff6c13db8fde8aceb3e0cd0906740b59,1,1,1,0,0,0,1,0,0,0,0
0x63f62f34a9c5d095cc4b54f43a57b0d5f54690e8,1,1,0,1,0,0,0,0,0,0,1
0x641ce4240508eae5dcaeffe991f80941d683ad64,1,1,1,0,0,0,0,0,0,0,1
0x655e38510af137c7988cbfaa4968cbd3fb7ac13f,1,1,0,1,0,0,0,0,0,0,1
0x688f56e381afc40d80e6c733d0a799fef6d66712,1,1,1,0,0,0,0,1,0,0,0
0x6a05c29ff98c54013e629aa6d1698f43d59724cf,1,1,1,0,0,0,0,0,0,0,1
0x6b69bc6e59f742e04ff07bdb3d9ddd09e810ca35,1,1,1,0,0,1,0,0,0,0,0
0x6d96cca234d31820ef15d7e4fe1172f18d300910,1,1,1,0,0,0,0,1,0,0,0
0x6dc88b231cd04dd1b1e525161162993f47140006,1,1,1,0,1,0,0,0,0,0,0
0x6f5c8534ddc3d4d7484d6820ad32da1e586f86c0,1,1,1,0,0,0,0,0,0,0,1
0x71bb1e70b126a03dcee7b88733e900f6fc20a469,1,1,1,0,0,0,0,0,0,0,1
0x74044313b24b0060f683e1f898bd1afc1a5ebeec,1,1,1,0,0,0,1,0,0,0,0
0x759a159d78342340ebacffb027c05910c093f430,1,1,1,0,1,0,0,0,0,0,0
0x768ccbb0c70094a7a838fb9afbd5d9dca3778f1f,1,1,1,0,0,0,0,0,0,0,1
0x7714e66394882e96ee3f97298334d05466ac3831,1,1,1,0,1,0,0,0,0,0,0
0x776f8b9c6a6ea638362e5038c7b4cff79f21d4f7,1,1,1,0,0,0,0,0,0,1,0
0x77fee001e876aba74c07e03fe4a8e2f8c0a49285,1,1,1,0,0,0,0,0,0,0,1
0x7870dcd3c0773df4c21cb741b06c6f7c76d41263,1,1,1,0,0,0,0,0,0,0,1
0x796ad775d8b7fb1445a2196b7b7c297f87e8b9f2,1,1,1,0,0,0,0,0,0,1,0
0x7ab3e20dc5deb762f6a73e0c3249fa09bc57fc61,1,1,1,0,1,0,0,0,0,0,0
0x7b3641c8b5f1d111cb5bbc13e1ee1b36e34a2255,1,1,1,0,1,0,0,0,0,0,0
0x7cbba81f93f6ef3b3e0f2adf0a27f843fa3d6d78,1,1,1,0,1,0,0,0,0,0,0
0x7d03395cbe4c91a12238a37f0a83ebb56c944f9d,1,1,1,0,0,0,0,0,0,0,1
0x7e160377e4999e68d148e1f70834485d2758a30f,1,1,1,0,0,0,0,0,0,0,1
0x7e909f6d503fcca5cf7dfb92e7610b1302f4331f,1,1,1,0,0,0,0,1,0,0,0
0x801def1619599ca6c6a2192ff16797d7681fa7c1,1,1,1,0,1,0,0,0,0,0,0
0x80d36d9118b435e6c5a8be08cc48c6c83606a1b3,1,1,1,0,0,0,0,0,0,1,0
0x81cc7deeb4cb50440599dd8b4b4a01d166df5a65,1,1,1,0,0,0,0,0,0,0,1
0x8360dcb5d9ebee1394461f2d6312df09adb88cb7,1,1,1,0,1,0,0,0,0,0,0
0x84a8ad048cd68ada0e15feb984d45f98603a6ba2,1,1,1,0,0,0,0,0,0,0,1
0x84bb8f4998527aaf4cf5633bb2743533310600bb,1,1,1,0,0,0,0,1,0,0,0
0x8567d7aaeadebd9c3a7583351cc69d35e89bd6f1,1,1,1,0,0,0,0,1,0,0,0
0x86d9dc0fc8bc5ad48373eeefaff4826a081db114,1,1,1,0,1,0,0,0,0,0,0
0x872376fcab99dc2ee2842cf160f22ac3604df643,1,1,1,0,0,0,0,0,0,0,1
0x882450ca5135295bc7ea420b6ba8d3227e571cf6,1,1,1,0,0,0,0,0,0,0,1
0x8841e5a990f242fdfd24413969f214b28ccc6161,1,1,1,0,0,0,0,0,0,0,1
0x89be9991b0dfcb52b92d8dda0e41a2967e19999c,1,1,1,0,0,0,0,0,0,1,0
0x8b752ae8c176ddd20a133b3f29f83727f6bcccba,1,1,1,0,0,0,0,1,0,0,0
0x8d6496921f1f16a469ee077cf1bb0eddc4df9b86,1,1,1,0,0,0,0,0,0,0,1
0x8e4dedea19920358825d68f397dad93331e85d88,1,1,1,0,0,0,0,0,0,1,0
0x8f4138b15a1eb898380d29b677b417dcafd2bbfe,1,1,1,0,0,0,0,0,1,0,0
0x93752c39b079f622c6d31256951e2c8044f57ef2,1,1,1,0,0,0,0,0,0,0,1
0x947e253fd371e367d8d4a3b5f5d3964db3d06332,1,1,1,0,0,0,0,0,0,1,0
0x94f933080f52b9dacdec36d608ee343e0c2e5847,1,1,1,0,0,0,0,0,0,1,0
0x95861c41e7767dc737bca90b175ad51e5f7b9ada,1,1,1,0,0,0,0,0,0,1,0
0x979f2c2ae9ee8bf3196b9a691f03761a992de33e,1,1,1,0,0,0,0,0,0,1,0
0x98721bc465a6bffec2b8b86d8324951c08103816,1,1,1,0,0,0,0,0,0,0,1
0x9a9fd767ac6af892cb8ecf5dedb96a6fcc42c967,1,1,1,0,1,0,0,0,0,0,0
0x9e1ebf38aaabfdfcaa5b880a136a06fa6ee4ec57,1,1,1,0,1,0,0,0,0,0,0
0x9e22824907ad8c3777efc4a5b89bfb04ca5ba6e1,1,1,1,0,0,0,0,0,0,0,1
0x9e58e733fdc8dd33cb0a448acac95ce248ff4c5d,1,1,1,0,0,0,0,0,0,0,1
0x9e6b2a12e97a1f92d3723b995dabafc127cb0241,1,1,1,0,1,0,0,0,0,0,0
0x9e73d21e9823c2769a4595c52b8873781fada743,1,1,1,0,1,0,0,0,0,0,0
0x9e75d5cf5d6a1970e47bc3d37f3c21a878c321e9,1,1,1,0,0,0,1,0,0,0,0
0x9f1fa96a4b503d2e7f65c62974669cd07dedbe2c,1,1,1,0,0,1,0,0,0,0,0
